********************************************************************************
product = Open Liberty 26.0.0.7 (wlp-1.0.115.cl260720260702-0043)
wlp.install.dir = /home/matias/POO/SimuladorPresupuestoJSF/target/liberty/wlp/
java.home = /usr/lib/jvm/java-21-openjdk
java.version = 21.0.11
java.runtime = OpenJDK Runtime Environment (21.0.11+10)
os = Linux (7.1.4-1-cachyos; amd64) (es_EC)
process = 11441@cachyos
Classpath = /home/matias/POO/SimuladorPresupuestoJSF/target/liberty/wlp/bin/tools/ws-server.jar
Java Library path = /usr/java/packages/lib:/usr/lib64:/lib64:/lib:/usr/lib
********************************************************************************
[27/7/26, 00:24:39:669 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.WEBSOCKET_MAX_CONNECTIONS' found.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RENDER_CLIENTBEHAVIOR_SCRIPTS_AS_STRING' found, using default value 'false'.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ALWAYS_FORCE_SESSION_CREATION' found, using default value 'false'.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RESOURCE_BUNDLE_CONTROL' found.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.EL_RESOLVER_TRACING' found, using default value 'false'.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.EXCEPTION_TYPES_TO_IGNORE_IN_LOGGING' found.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ERROR_TEMPLATE_RESOURCE' found, using default value 'META-INF/rsc/myfaces-dev-error.xml'.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.DEBUG_TEMPLATE_RESOURCE' found, using default value 'META-INF/rsc/myfaces-dev-debug.xml'.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ERROR_HANDLING' found, using default value 'false, on Development Project stage: true'.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.TEMPORAL_RESOURCEHANDLER_CACHE_ENABLED' found, using default value 'false'.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.SERVICE_PROVIDER_FINDER' found.
[27/7/26, 00:24:39:670 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RANDOM_KEY_IN_CSRF_SESSION_TOKEN_LENGTH' found, using default value '16'.
[27/7/26, 00:24:39:671 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RANDOM_KEY_IN_CSRF_SESSION_TOKEN_SECURE_RANDOM_CLASS' found.
[27/7/26, 00:24:39:671 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RANDOM_KEY_IN_CSRF_SESSION_TOKEN_SECURE_RANDOM_PROVIDER' found.
[27/7/26, 00:24:39:671 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RANDOM_KEY_IN_CSRF_SESSION_TOKEN_SECURE_RANDOM_ALGORITM' found, using default value 'SHA1PRNG'.
[27/7/26, 00:24:39:671 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.VIEW_POOL_MAX_POOL_SIZE' found, using default value '5'.
[27/7/26, 00:24:39:671 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.VIEW_POOL_MAX_DYNAMIC_PARTIAL_LIMIT' found, using default value '2'.
[27/7/26, 00:24:39:671 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.VIEW_POOL_ENTRY_MODE' found, using default value 'soft'.
[27/7/26, 00:24:39:671 ECT] 0000003b org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.VIEW_POOL_DEFERRED_NAVIGATION' found, using default value 'false'.
[27/7/26, 00:24:39:672 ECT] 0000003b org.apache.myfaces.webapp.FacesInitializerImpl               W 

********************************************************************
*** WARNING: Apache MyFaces Core is running in DEVELOPMENT mode. ***
***                                            ^^^^^^^^^^^       ***
*** Do NOT deploy to your live server(s) without changing this.  ***
*** See Application#getProjectStage() for more information.      ***
********************************************************************


[27/7/26, 00:24:39:678 ECT] 0000003b org.apache.myfaces.webapp.FacesInitializerImpl               I MyFaces Core has started, it took [438] ms.
[27/7/26, 00:24:39:924 ECT] 0000003b org.hibernate.jpa.internal.util.LogHelper                    I HHH000204: Processing PersistenceUnitInfo [name: simuladorPU]
[27/7/26, 00:24:40:080 ECT] 0000003b org.hibernate.Version                                        I HHH000412: Hibernate ORM core version 6.5.2.Final
[27/7/26, 00:24:40:139 ECT] 0000003b org.hibernate.cache.internal.RegionFactoryInitiator          I HHH000026: Second-level cache disabled
[27/7/26, 00:24:40:407 ECT] 0000003b org.hibernate.orm.connections.pooling                        W HHH10001002: Using built-in connection pool (not intended for production use)
[27/7/26, 00:24:40:416 ECT] 0000003b org.hibernate.orm.connections.pooling                        I HHH10001005: Loaded JDBC driver class: org.postgresql.Driver
[27/7/26, 00:24:40:417 ECT] 0000003b org.hibernate.orm.connections.pooling                        I HHH10001012: Connecting with JDBC URL [jdbc:postgresql://localhost:5432/simulador_presupuesto]
[27/7/26, 00:24:40:418 ECT] 0000003b org.hibernate.orm.connections.pooling                        I HHH10001001: Connection properties: {password=****, user=simulador}
[27/7/26, 00:24:40:418 ECT] 0000003b org.hibernate.orm.connections.pooling                        I HHH10001003: Autocommit mode: false
[27/7/26, 00:24:40:424 ECT] 0000003b org.hibernate.orm.connections.pooling                        I HHH10001115: Connection pool size: 20 (min=1)
[27/7/26, 00:24:40:770 ECT] 0000003b org.hibernate.orm.deprecation                                W HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
[27/7/26, 00:24:40:942 ECT] 0000003b org.hibernate.orm.beans                                      I HHH10005002: No explicit CDI BeanManager reference was passed to Hibernate, but CDI is available on the Hibernate ClassLoader.
[27/7/26, 00:24:42:327 ECT] 0000003b ngine.transaction.jta.platform.internal.JtaPlatformInitiator I HHH000490: Using JTA platform [org.hibernate.engine.transaction.jta.platform.internal.WebSphereLibertyJtaPlatform]
[27/7/26, 00:24:42:354 ECT] 0000003b org.hibernate.orm.connections.access                         I HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@521665d6] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
[27/7/26, 00:24:42:424 ECT] 0000003b org.hibernate.engine.jdbc.spi.SqlExceptionHelper             W SQL Warning Code: 0, SQLState: 00000
[27/7/26, 00:24:42:424 ECT] 0000003b org.hibernate.engine.jdbc.spi.SqlExceptionHelper             W constraint "ukio49vjba68pmbgpy9vtw8vm81" of relation "usuarios" does not exist, skipping
[27/7/26, 00:24:42:430 ECT] 0000003b org.hibernate.engine.jdbc.spi.SqlExceptionHelper             W SQL Warning Code: 0, SQLState: 00000
[27/7/26, 00:24:42:431 ECT] 0000003b org.hibernate.engine.jdbc.spi.SqlExceptionHelper             W constraint "ukcdmw5hxlfj78uf4997i3qyyw5" of relation "usuarios" does not exist, skipping
[27/7/26, 00:24:42:438 ECT] 0000003b org.hibernate.engine.jdbc.spi.SqlExceptionHelper             W SQL Warning Code: 0, SQLState: 00000
[27/7/26, 00:24:42:438 ECT] 0000003b org.hibernate.engine.jdbc.spi.SqlExceptionHelper             W constraint "uktl9d4mxke3cyuu91ri2sbrpi8" of relation "usuarios" does not exist, skipping
[27/7/26, 00:24:43:008 ECT] 0000003b SystemOut                                                    O ==============================================
[27/7/26, 00:24:43:009 ECT] 0000003b SystemOut                                                    O  Cuenta de administrador creada
[27/7/26, 00:24:43:009 ECT] 0000003b SystemOut                                                    O  Usuario/correo: admin@simulador.com (o "admin")
[27/7/26, 00:24:43:009 ECT] 0000003b SystemOut                                                    O  Contraseña:     admin123
[27/7/26, 00:24:43:009 ECT] 0000003b SystemOut                                                    O  (cámbialas en AdminInicializadorListener.java)
[27/7/26, 00:24:43:010 ECT] 0000003b SystemOut                                                    O ==============================================
[27/7/26, 00:24:43:011 ECT] 0000003b com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: La aplicación SimuladorPresupuestoJSF se ha iniciado en 7,721 segundos.
[27/7/26, 00:24:43:036 ECT] 00000034 com.ibm.ws.tcpchannel.internal.TCPPort                       I CWWKO0219I: El canal TCP defaultHttpEndpoint se ha iniciado y ahora está a la escucha de solicitudes en el host localhost  (IPv4: 127.0.0.1) puerto 9080.
[27/7/26, 00:24:43:048 ECT] 0000003b com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [SimuladorPresupuestoJSF] [/] [Faces Servlet]: Inicialización satisfactoria.
[27/7/26, 00:24:43:049 ECT] 00000034 com.ibm.ws.kernel.feature.internal.FeatureManager            A CWWKF0012I: El servidor ha instalado las características siguientes: [beanValidation-3.0, cdi-4.0, expressionLanguage-5.0, faces-4.0, mail-2.1, servlet-6.0].
[27/7/26, 00:24:43:050 ECT] 00000034 com.ibm.ws.kernel.feature.internal.FeatureManager            I CWWKF0008I: La actualización de características se ha completado en 9,303 segundos.
[27/7/26, 00:24:43:050 ECT] 00000034 com.ibm.ws.kernel.feature.internal.FeatureManager            A CWWKF0011I: El servidor defaultServer está preparado para ejecutar un planeta más inteligente. El servidor defaultServer se ha iniciado en 10,381 segundos.
[27/7/26, 00:25:00:831 ECT] 00000051 org.apache.myfaces.util.ExternalSpecifications               I MyFaces Core Servlet 6.0 support enabled
[27/7/26, 00:25:01:038 ECT] 00000051 org.apache.myfaces.el.ELResolverBuilder                      I Chain of EL resolvers: [org.apache.myfaces.el.resolver.implicitobject.ImplicitObjectResolver@61ca0275, org.jboss.weld.module.web.el.WeldELResolver@16699754, org.apache.myfaces.el.resolver.CompositeComponentELResolver@2f9da450, org.apache.myfaces.el.resolver.FlashELResolver@28bb2d73, org.apache.myfaces.el.resolver.ResourceResolver@19534bbb, jakarta.el.ResourceBundleELResolver@43dabcf2, org.apache.myfaces.el.resolver.ResourceBundleResolver@1273ffd, org.apache.myfaces.el.resolver.ImportConstantsELResolver@70864a1f, org.apache.el.stream.StreamELResolverImpl@738bc927, jakarta.el.StaticFieldELResolver@65a0c688, jakarta.el.MapELResolver@5dc0d516, jakarta.el.ListELResolver@1fd4ba03, jakarta.el.ArrayELResolver@32bb9a2f, jakarta.el.BeanELResolver@51cc8e76]
[27/7/26, 00:25:01:790 ECT] 00000039 com.ibm.ws.webcontainer.webapp                               I SRVE0292I: Mensaje de servlet - [SimuladorPresupuestoJSF]:.No state saving method defined, assuming default server state saving
[27/7/26, 01:19:07:560 ECT] 0000001d com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0085I: El servidor defaultServer se detiene porque la JVM está concluyendo.
[27/7/26, 01:19:07:579 ECT] 00000ba7 com.ibm.ws.runtime.update.internal.RuntimeUpdateManagerImpl  A CWWKE1100I: Esperando un máximo de 30 segundos para que el servidor se desactive temporalmente.
[27/7/26, 01:19:07:595 ECT] 00000ba2 com.ibm.ws.tcpchannel.internal.TCPChannel                    I CWWKO0220I: El canal TCP defaultHttpEndpoint ha detenido la escucha de solicitudes en el host localhost  (IPv4: 127.0.0.1) puerto 9080.
[27/7/26, 01:19:07:597 ECT] 00000ba2 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Aplicación web eliminada (default_host): http://localhost:9080/
[27/7/26, 01:19:07:602 ECT] 00000ba7 com.ibm.ws.runtime.update.internal.RuntimeUpdateManagerImpl  I CWWKE1101I: La desactivación temporal del servidor ha finalizado.
[27/7/26, 01:19:07:710 ECT] 00000b99 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: La aplicación SimuladorPresupuestoJSF se ha detenido correctamente.
[27/7/26, 01:19:08:037 ECT] 0000001e com.ibm.ws.kernel.launch.internal.ServerCommandListener      A CWWKE0055I: Conclusión del servidor solicitada el lunes, 27 de julio de 2026 a las 01:19. El servidor defaultServer se está cerrando.
[27/7/26, 01:19:08:165 ECT] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0036I: El servidor defaultServer se ha detenido después de 54 minutos, 35,495 segundos.
